daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Guy Ritchie,"Astrid Bergès-Frisbey, Charlie Hunnam, Jude Law, ",Phim Hành động,2017,king arthur: legend of the sword,king arthur: thanh gươm trong đá,Phim Mỹ,Phim Hành động
Sa-Rang Lee,"Kim Soo Hyun, Lee Sung-min, Sulli Choi, ",Phim Hành động,2017,real,chân thực,Phim Hàn Quốc,Phim Hành động
Kurt Wimmer,"Cameron Bright, Milla Jovovich, Nick Chinlund, ",Phim Hành động,2006,ultraviolet,violet siêu đẳng,Phim Mỹ,Phim Hành động
Viên Hòa Bình,"Chân Tử Đan, Jean Wang, Vu Vinh Quang, ",Phim Hành động,1993,iron monkey,thiếu niên hoàng phi hồng,Phim Trung Quốc,Phim Hài
Vương Tinh,"Trịnh Y Kiện, ",Phim Hành động,1994,return to a better tomorrow,tân anh hùng bản sắc,Phim Hồng Kong,Phim Hành động
Benny Chan,"Huỳnh Thu Sinh, Ngô Thanh Liên, Paul Chun, Quách Phú Thành, Quách tấn an, ",Phim Hành động,1993,a moment of romance 2,thiên nhược hữu tình 2,Phim Trung Quốc,Phim Hành động
Đỗ Kỳ Phong,"Alex Fong, Lưu Đức Hòa, Ngô Thanh Liên, ",Phim Hành động,1996,a moment of romance 3,thiên nhược hữu tình 3,Phim Trung Quốc,Phim Hành động
Ben Wheatley,"Armie Hammer, Brie Larson, Sharlto Copley, ",Phim Hành động,2017,free fire,đấu súng,Phim Anh,Phim Hành động
F. Gary Gray,"Dwayne Johnson, Jason Statham, Vin Diesel, ",Phim Hành động,2017,the fate of the furious ex,quá nhanh quá nguy hiểm 8 extended,Phim Mỹ,Phim Hành động
Lưu Diễm Kiệt,"Lý Tương Huyễn, Tiết Tần, Trương Khải, Trương Vĩnh Đạt, ",Phim Hành động,2017,wolf hunters,chiến đao đồ lang,Phim Trung Quốc,Phim Hành động
Tom Vaughan,"Alexis Knapp, Miley Cyrus, ",Phim Hành động,2012,so undercover,nữ đặc vụ xinh đẹp,Phim Mỹ,Phim Hành động
Đang cập nhật,"Daniel Henney, Dean Dawson, Kyung gu Sol, ",Phim Hành động,2013,the spy undercover operation,điệp viên sợ vợ,Phim Hàn Quốc,Phim Hài
Kabir Khan,"Katrina Kaif, Sabyasachi Chakraborty, Saif Ali Khan, ",Phim Hành động,2015,phantom,truy tìm bóng ma,Phim Ấn Độ,Phim Hành động
Chun Yeung Yuen,"Lưu Đức Hòa, Quan Chi Lâm, Sandy Lam, ",Phim Hành động,1998,three against the world,quần long đoạt bảo,Phim Trung Quốc,Phim Hài
Fan Jianhui,"Chung Hân Đồng, Lâm Chí Linh, Lương Gia Huy, ",Phim Hành động,2014,who is undercover,truy tìm nội gián,Phim Trung Quốc,Phim Hành động
Đang cập nhật,"Địch Thiên Lâm, Lâm Thân, Lưu Dịch Quân, Lý Thẩm, Trương Gia Dịch, ",Phim Hành động,2017,undercover,nằm vùng trở về,Phim Trung Quốc,Phim Hành động
Mark Steven Johnson,"Eva Mendes, Nicolas Cage, Sam Elliott, ",Phim Hành động,2007,ghost rider,ma tốc độ,Phim Mỹ,Phim Hành động
Kevin Chu,"Hồng Kim Bảo, Lưu Đức Hòa, Thành Long, ",Phim Hành động,1990,island of fire,đảo lửa,Phim Trung Quốc,Phim Hành động
Từ Khắc,"Chương Tử Di, Cổ Thiên Lạc, Hồng Kim Bảo, Trịnh Y Kiện, Trương Bá Chi, ",Phim Hành động,2001,the legend of zu,thục sơn kỳ hiệp,Phim Trung Quốc,Phim Cổ Trang
Kent Cheng,"Hồng Kim Bảo, Lưu Đức Hòa, Mai Diễm Phương, Miêu Kiều Vỹ, Trịnh Tắc Sĩ, ",Phim Hành động,1989,the fortune code,binh đoàn phú quý,Phim Hồng Kong,Phim Hành động
Matthew Holmes,"Jack Martin, Jamie Coffa, William Lee, ",Phim Hành động,2016,the legend of ben hall,băng cướp cạn,Phim Mỹ,Phim Hành động
Man-wan Wong,"Lâm Bảo Di, Lưu Đức Hòa, Quan Chi Lâm, ",Phim Hành động,1992,the sting,thánh hiệp,Phim Trung Quốc,Phim Hài
Ben Younger,"Giovanni Ribisi, Nia Long, Vin Diesel, ",Phim Hành động,2000,boiler room,phúc họa khôn lường,Phim Mỹ,Phim Hành động
Lawrence Ah Mon,"Cổ Thiên Lạc, Lâm Gia Đống, Lưu Thanh Vân, ",Phim Hành động,2017,dealer healer,độc giới,Phim Trung Quốc,Phim Hành động
Tony Scott,"Kelly McGillis, Tim Robbins, Tom Cruise, ",Phim Hành động,1986,top gun,phi công siêu đẳng,Phim Mỹ,Phim Hành động
Lưu Vĩ Cường,"Nhậm Đạt Hoa, Trịnh Y Kiện, Trương Bá Chi, ",Phim Hành động,1999,the legend of speed,liệt hỏa truyền thuyết,Phim Hồng Kong,Phim Hành động
Đỗ Kỳ Phong,"Lâm Tuyết, Lê Minh, Lương Nghệ Linh, Lưu Thanh Vân, Mông Gia Tuệ, ",Phim Hành động,1998,a hero never dies,chân tâm anh hùng,Phim Hồng Kong,Phim Hành động
Huang Li,"Jing-yi Liu, ",Phim Hành động,2017,a yama team,đội đặc công diêm la,Phim Trung Quốc,Phim Hành động
Mark James,"Igor Jijikine, Mike Dopud, Steven Seagal, ",Phim Hành động,2009,driven to kill,tầm nã sát thủ,Phim Mỹ,Phim Hành động
Jin Hao,Đang cập nhật,Phim Hành động,2017,mercenary war,lính đánh thuê,Phim Trung Quốc,Phim Hành động
Tony Giglio,"Adrianne Palicki, Michael Jai White, Sam Jaeger, ",Phim Hành động,2017,swat: under siege,lực lượng đặc nhiệm,Phim Mỹ,Phim Hành động
Wai-Lun Lam,"Thư Kỳ, Triệu Văn Trác, ",Phim Hành động,1998,another meltdown,bích huyết lăng thiên,Phim Trung Quốc,Phim Hành động
John Woo,"Joan Allen, John Travolta, Nicolas Cage, ",Phim Hành động,1997,face off,đổi mặt,Phim Mỹ,Phim Hành động
Gordon Chan,"Châu Hải My, Huỳnh Thu Sinh, Patrick Tam, ",Phim Hành động,1998,beast cops,dạ thú đặc cảnh,Phim Hồng Kong,Phim Hành động
Steven C. Miller,"Bruce Willis, Hayden Christensen, Ty Shelton, ",Phim Hành động,2017,first kill,đòn quyết định,Phim Mỹ,Phim Hành động
S.S. Rajamouli,"Anushka Shetty, Prabhas, Rana Daggubati, ",Phim Hành động,2017,baahubali: the conclusion,sử thi baahubali: hồi kết,Phim Ấn Độ,Phim Hành động
Trần Mộc Thắng,"Lưu Đức Hòa, Ngô Mạnh Đạt, Ngô Thanh Liên, ",Phim Hành động,1990,a moment of romance,thiên nhược hữu tình,Phim Hồng Kong,Phim Hành động
Mark McQueen,"Craig Fairbrass, James Cosmo, Mem Ferda, ",Phim Hành động,2017,london heist,băng cướp luân đôn,Phim Mỹ,Phim Hành động
Chang,"Dương Mịch, Hoắc Kiến Hoa, ",Phim Hành động,2017,fatal countdown: reset,chí mạng đếm ngược,Phim Trung Quốc,Phim Hành động
Makoto Kamiya,"Dave Wittenberg, Matthew Mercer, Wendee Lee, ",Phim Hành động,2012,resident evil: damnation,vùng đất quỷ dữ: nguyền rủa,Phim Mỹ,Phim Hành động
Trần Khải Ca,"Lưu Diệp, Trần Hồng, Trương Bá Chi, ",Phim Hành động,2005,the promise,vô cực,Phim Trung Quốc,Phim Cổ Trang
Sankalp Reddy,"Atul Kulkarni, Kay Kay Menon, Rana Daggubati, ",Phim Hành động,2017,the ghazi attack,trận chiến dưới đại dương,Phim Ấn Độ,Phim Chiến Tranh
Simon West,"John Cusack, John Malkovich, Nicolas Cage, ",Phim Hành động,1997,con air,không tặc,Phim Mỹ,Phim Hành động
Ric Roman Waugh,"Jon Bernthal, Lake Bell, Nikolaj Coster Waldau, ",Phim Hành động,2017,shot caller,băng đảng trại giam,Phim Mỹ,Phim Hành động
Lưu Trấn Vĩ,"Châu Tinh Trì, Lưu Trấn Vĩ, Mai Diễm Phương, Ngô Mạnh Đạt, Trịnh Du Linh, ",Phim Hành động,1991,the top bet,nữ cờ bạc bịp,Phim Hồng Kong,Phim Hành động
Shawn Levy,"Ben Stiller, Carla Gugino, Ricky Gervais, ",Phim Hành động,2006,night at the museum,đêm tối ở bảo tàng,Phim Mỹ,Phim Hài
Byung-gil Jung,"Kim Ok Bin, Kim Seo Hyung, Shin Ha kyun, ",Phim Hành động,2017,the villainess,ác nữ báo thù,Phim Hàn Quốc,Phim Hành động
Gordon Chan,"Lưu Đức Hòa, Ngô Mạnh Đạt, Quách Phú Thành, ",Phim Hành động,1992,gameboy kids ,chân giả uy long,Phim Hồng Kong,Phim Hành động
Ringo Lam,"Bách An Ni, Châu nhuận phát, Huỳnh Thu Sinh, Nhậm Đạt Hoa, ",Phim Hành động,1992,full contact,hiệp tặc cao phi,Phim Hồng Kong,Phim Hành động
Obin Olson,"Cam Gigandet, Jonathan Rhys Meyers, Michael Biehn, ",Phim Hành động,2017,the shadow effect,hiệu ứng bóng ma,Phim Mỹ,Phim Hành động
Peter Malota,"Jean-Claude Van Damme, Peter Stormare, ",Phim Hành động,2017,kill'em all,tàn sát,Phim Mỹ,Phim Hành động
Jared Cohn,"Bill Moseley, Matthew Willig, Vernon Wells, ",Phim Hành động,2016,the horde,kẻ săn người,Phim Mỹ,Phim Hành động
Kim Joon Sung,"Kang Hye Jung, Ko Soo, Park In Hwan, Park Yoo Chun, Sol Kyung-gu, ",Phim Hành động,2016,lucid dream,mơ tỉnh,Phim Hàn Quốc,Phim Hành động
Nacho Vigalondo,"Anne Hathaway, Austin Stowell, Jason Sudeikis, ",Phim Hành động,2017,colossal,cô gái và gã khổng lồ,Phim Pháp,Phim Hành động
Sammo Hung Kam-Bo,"Gabrielle Fitzpatrick, Miki Lee, Richard Norton, Sammo Hung Kam-Bo, Thành Long, ",Phim Hành động,1997,mr nice guy,chàng trai tốt bụng,Phim Trung Quốc,Phim Hài
Luis Llosa,"Billy Zane, J.T. Walsh, Tom Berenger, ",Phim Hành động,1993,sniper,xạ thủ,Phim Mỹ,Phim Hành động
John Irvin,"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, ",Phim Hành động,1986,raw deal,không nhân nhượng,Phim Mỹ,Phim Hành động
Thomas Yip,"Chung Tử Ðơn, ",Phim Hành động,1992,cheetah on fire,liệp báo hành động,Phim Mỹ,Phim Hành động
Breck Eisner,"Delroy Lindo, Matthew McConaughey, Penelope Cruz, Rainn Wilson, Robert Cavanah, ",Phim Hành động,2005,sahara,sa mạc sahara,Phim Anh,Phim Hành động
Jeong Chang-Hwa,"Bolo Yeung, Hsiung Chao, La Liệt, Phương Điền, Wang Ping, ",Phim Hành động,1972,five fingers of death,đệ nhất quyền vương,Phim Trung Quốc,Phim Hành động
Quế Trị Hồng,"Lâm Vĩ Đồ, Trần Quan Thái, Uông Vũ, ",Phim Hành động,1974,the teahouse,thành ký trà lâu,Phim Trung Quốc,Phim Hành động
Vincent Kok,"Châu Tinh Trì, Thành Long, Thư Kỳ, ",Phim Hành động,1999,gorgeous,bản lĩnh đàn ông,Phim Đài Loan,Phim Hành động
Biao Yuen,"Hiroshi Mikami, Narumi Yasuda, Nguyên Bưu, ",Phim Hành động,1988,peacock prince,khí khái chiến binh,Phim Trung Quốc,Phim Hành động
Steven Spielberg,"Colin Farrell, Samantha Morton, Tom Cruise, ",Phim Hành động,2002,minority report,bản báo cáo thiểu số,Phim Mỹ,Phim Hành động
Quế Trị Hồng,"Diệp Linh Chi, Đồng Lâm, Trần Quan Thái, ",Phim Hành động,1975,big brother cheng,đại ca thành,Phim Trung Quốc,Phim Hành động
Lee Jung Bum,"Kim Sae Ron, Kim Tae Hoon, Won Bin, ",Phim Hành động,2010,the man from nowhere,người đàn ông bí ẩn,Phim Hàn Quốc,Phim Hành động
David Twohy,"Karl Urban, Katee Sackhoff, Vin Diesel, ",Phim Hành động,2013,riddick,thống lĩnh bóng tối,Phim Mỹ,Phim Hành động
Trương Triệt,"Địch Long, Khương Đại Vệ, Uông Bình, ",Phim Hành động,1971,duel of the iron fist,đại quyết đấu,Phim Hồng Kong,Phim Hành động
Đỗ Kỳ Phong,"Kaneshiro Takeshi, Lý Nhược Đồng, Trần Tiểu Bình, ",Phim Hành động,1997,the odd one dies,anh vẫn sống,Phim Hồng Kong,Phim Hành động
Lưu Gia Lương,"La Liệt, Lý Lệ Lệ, Trần Quan Thái, ",Phim Hành động,1976,executioners from shaolin,hồng hy quan,Phim Hồng Kong,Phim Hành động
Mimi Leder,"Elijah Wood, Robert Duvall, Téa Leoni, ",Phim Hành động,1988,deep impact,thảm họa hủy diệt,Phim Mỹ,Phim Hành động
Đỗ Kỳ Phong,"Nhậm Đạt Hoa, Nhậm Hiền Tề, Trần Tuệ Lâm, ",Phim Hành động,2004,breaking news,đại sự kiện,Phim Hồng Kong,Phim Hành động
Kim Kyu TaeYang Yun Ho,"Jung Joon Ho, Kim Seung Woo, Kim Tae Hee, Lee Byung Hun, ",Phim Hành động,2009,iris,mật danh iris,Phim Hàn Quốc,Phim Hành động
Mã Nghệ Hằng,"Châu Vũ Đồng, Hạ Quân Tường, Hầu Minh Hạo, ",Phim Hành động,2017,cambrian period,hàn võ ký,Phim Trung Quốc,Phim Hành động
Alex Merkin,"Denise Richards, Dolph Lundgren, Jonathan Lipnicki, ",Phim Hành động,2017,altitude,tốc độ tử thần,Phim Mỹ,Phim Hành động
Rahul Dholakia,"Raj Arjun, Shubham Chintamani, Shubham Tukaram, ",Phim Hành động,2017,raees,đại ca,Phim Ấn Độ,Phim Hành động
Thomas Napper,"Ian McShane, Johnny Harris, Ray Winstone, ",Phim Hành động,2017,jawbone,võ đài cuối cùng,Phim Mỹ,Phim Hành động
Lưu Vĩ Cường,"Hoàng Thu Sinh, Mạc Văn Úy, Trần Tiểu Xuân, Trịnh Y Kiện, Trương Diệu Dương, ",Phim Hành động,1996,young and dangerous 3,người trong giang hồ 3: một tay lấp trời,Phim Hồng Kong,Phim Hành động
Jordan Vogt Roberts,"Brie Larson, Cảnh Điền, Samuel L. Jackson, Toby Kebbell, Tom Hiddleston, ",Phim Hành động,2017,kong: skull island,kong: đảo đầu lâu,Phim Mỹ,Phim Hành động
Jon Cassar,"Bob Gunton, Cherry Jones, Kiefer Sutherland, ",Phim Hành động,2008,24: redemption,24 giờ sinh tử: chuộc tội,Phim Mỹ,Phim Hành động
Lưu Vĩ Cường,"Lâm Hiểu Phong, Lê Tư, Tạ Thiên Hoa, Trần Tiểu Xuân, Trịnh Y Kiện, ",Phim Hành động,1996,young and dangerous,người trong giang hồ 1: ngũ hổ tái xuất,Phim Hồng Kong,Phim Hành động
Lưu Vĩ Cường,"Doãn Dương Minh, Mạc Văn Úy, Trần Tiểu Xuân, Trịnh Y Kiện, Trương Diệu Dương, ",Phim Hành động,1997,young and dangerous 4,người trong giang hồ 4: chiến vô bất thắng,Phim Hồng Kong,Phim Hành động
Lưu Vĩ Cường,"Ngô Quân Như, Thư Kỳ, Tiền Gia Lạc, Trần Tiểu Xuân, Trịnh Y Kiện, ",Phim Hành động,1998,young and dangerous 5,người trong giang hồ 5: long tranh hổ đấu,Phim Hồng Kong,Phim Hành động
Dwight H. Little,"Eugene Byrd, KaDee Strickland, Morris Chestnut, ",Phim Hành động,2004,anacondas: the hunt for the blood orchid,săn lùng huyết lan,Phim Mỹ,Phim Hành động
Mark Cullen,"Bruce Willis, Jason Momoa, John Goodman, ",Phim Hành động,2017,once upon a time in venice,bố già xứ venice,Phim Mỹ,Phim Hài
Maclain Nelson,"Adam Johnson, Clare Niederpruem, James Marsters, Kaitlin Doubleday, Luke Perry, ",Phim Hành động,2015,dudes and dragons,chiến binh rồng,Phim Mỹ,Phim Hài
Ben Fong,"Cao Tuấn Văn, Lương Tiểu Băng, Lý Phong, ",Phim Hành động,2016,the menu,danh sách đen,Phim Hồng Kong,Phim Hành động
Ringo Lam,"Khương Đại Vệ, Lưu Đức Hòa, Quan Chi Lâm, ",Phim Hành động,1995,the adventurers,kẻ lưu vong,Phim Hồng Kong,Phim Hành động
Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, ",Phim Hành động,2013,2 guns,điệp vụ 2 mang,Phim Mỹ,Phim Hành động
Giang Đạo Hải,"Chung Hân Đồng, Hồng Kim Bảo, Ngô Kinh, Thái Trác Nghiên, ",Phim Hành động,2007,twins mission,điệp vụ song sinh,Phim Trung Quốc,Phim Hành động
Vương Tinh,"Châu Tinh Trì, Chingmy Yau, Lâm Thanh Hà, Lý Gia Hân, Trương Mẫn, ",Phim Hành động,1992,royal tramp 2,lộc đỉnh ký 2,Phim Hồng Kong,Phim Hành động
Joo Sung Woo,"Jin Tae Hyun, Kang Ji Hwan, Kim Soo Hyun, Lee Ki Kwang, Lee Yul Eum, Park Ki Woong, Sung Yoo Ri, ",Phim Hành động,2016,monster,quái vật,Phim Hàn Quốc,Phim Hành động
Nguyên Bưu,"Corey Yuen, Cynthia Rothrock, Nguyên Bưu, ",Phim Hành động,1986,righting wrongs,chấp pháp tiên phong,Phim Hồng Kong,Phim Cổ Trang
Từ Khắc,"Chung Sở Hồng, Lâm Thanh Hà, ",Phim Hành động,1986,peking opera blues,tam nữ anh hùng,Phim Trung Quốc,Phim Hài
Shana Betz,"Aberration Films, Casm Films, Pantry Films, ",Phim Hành động,2013,free ride,vòng xoáy tội lỗi,Phim Mỹ,Phim Hành động
Tigmanshu Dhulia,"Saif Ali Khan, Sonakshi Sinha, Vidyut Jamwal, ",Phim Hành động,2013,bullett raja,song đấu,Phim Ấn Độ,Phim Hành động
Seong hoon Kim,"Cho Jin-Woong, Lee Sun Gyun, Man shik Jeong, ",Phim Hành động,2014,a hard day,ngày khó khăn,Phim Hàn Quốc,Phim Hành động
Jeff Lau Chun Wai,"Charlene Choi, Fan Bing Bing, Nicolas Tse, ",Phim Hành động,2005,a chinese tall story,tình điên đại thánh,Phim Hồng Kong,Phim Hài
Johnny Martin,"Anna Hutchison, Nicolas Cage, Talitha Bateman, ",Phim Hành động,2017,vengeance: a love story,kẻ trả thù,Phim Mỹ,Phim Hành động
Kim Hyung Sik,"Chae Jeong, Han Ji Min, Shin Hyeon Joon, So Ji Sub, ",Phim Hành động,2009,cain and abel,huynh đệ tàn sát,Phim Hàn Quốc,Phim Hành động
Lý Tiểu Long,"Chuck Norris, Hồng Kim Bảo, Lý Tiểu Long, ",Phim Hành động,1978,the game of death,tử vong du hý,Phim Trung Quốc,Phim Hành động
James Nunn,"Curtis Axel, Heath Miller, Maryse Mizanin, ",Phim Hành động,2017,the marine 5: battleground,lính thủy đánh bộ 5: quyết chiến,Phim Mỹ,Phim Hành động
Bill Eagles,"Michelle Lukes, Philip Winchester, Rhashan Stone, ",Phim Hành động,2010,strike back season 1,phản đòn phần 1,Phim Anh,Phim Hành động
Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, ",Phim Hành động,2014,good people,vận đen,Phim Mỹ,Phim Hành động
Trịnh Tắc Sĩ,"Hà Gia Kính, Lê Tư, Lưu Đức Hòa, ",Phim Hành động,1990,dragon in jail,ngục tù mãnh long,Phim Trung Quốc,Phim Hành động
Baran bo Odar,"Gabrielle Union, Jamie Foxx, Scoot McNairy, ",Phim Hành động,2017,sleepless,đột kích màn đêm,Phim Mỹ,Phim Hành động
Robbie Pickering,"Cynthia Rothrock, Lưu Đức Hòa, Richard Norton, ",Phim Hành động,1986,magic crystal,viên ngọc thần kỳ,Phim Hồng Kong,Phim Hành động
Brett Ratner,"Pierce Brosnan, Salma Hayek, Woody Harrelson, ",Phim Hành động,2004,after the sunset,sau lúc hoàng hôn,Phim Mỹ,Phim Hành động
Todor Chapkanov,"Alon Aboutboul, Scott Adkins, Teodora Duhovnikova, ",Phim Hành động,2016,boyka: undisputed,quyết đấu 4: boyka,Phim Mỹ,Phim Hành động
Clarence Fok Yiu-leung,"Lương Gia Huy, Nguyên Hoa, Nhậm Đạt Hoa, Trương Vệ Kiện, Vạn Tử Lương, ",Phim Hành động,1993,the black panther warriors,hắc báo thiên hạ,Phim Hồng Kong,Phim Hành động
Vương Tinh,"Chân Tử Đan, Diana Pang, Ngô Mạnh Đạt, ",Phim Hành động,1995,the saint of gamblers,hắc hiệp đại chiến thánh bài 2,Phim Hồng Kong,Phim Hài
Sarik Andreasyan,"Alina Lanina, Sanzhar Madiyev, Valeriya Shkirando, ",Phim Hành động,2017,guardians,siêu chiến binh,Phim Khác,Phim Hành động
Alexandre Laurent,"Alexia Barlier, Arno Chevrier, Clément Manuel, Frank Monsigny, Marie Béraud, Mathilde Lebrequier, Sagamore Stévenin, ",Phim Hành động,2013,falco,cảnh sát falco,Phim Pháp,Phim Hành động
Ridley Scott,"Ewan McGregor, Josh Hartnett, Tom Sizemore, ",Phim Hành động,2001,black hawk down,diều hâu đen gãy cánh,Phim Mỹ,Phim Chiến Tranh
Park Kwang hyun,"Chang wook Ji, Eun kyung Shim, Jae hong Ahn, ",Phim Hành động,2017,fabricated city,thành phố ảo,Phim Hàn Quốc,Phim Hành động
Patrick Durham,"Brian Austin Green, Danny Trejo, Vinnie Jones, ",Phim Hành động,2017,cross wars,cuộc chiến thập tự,Phim Mỹ,Phim Hành động
Julian Gilbey,"Alec Newman, Ed Speleers, Melissa George, ",Phim Hành động,2011,a lonely place to die,cô đơn,Phim Mỹ,Phim Hành động
John H. Lee,"Christina Cha, Seung won Cha, Seung woo Kim, ",Phim Hành động,2010,71 into the fire,trong vòng lửa đạn,Phim Hàn Quốc,Phim Chiến Tranh
Simon West,"Connie Nielsen, Gemma Chan, Tyler Hoechlin, ",Phim Hành động,2017,stratton,khủng bố quốc tế,Phim Mỹ,Phim Hành động
Cao Hy Hy,"Cổ Lực Na Trát, Hà Nhuận Đông, Hoàng Tử Thao, Long Mai Tử, Vương Học Kỳ, ",Phim Hành động,2017,the game changer,quy tắc cuộc chơi,Phim Trung Quốc,Phim Hành động
Ahn Yong-hoon,"Kim Hyuk, Shin Hyun Bin, Yoon So Yi, ",Phim Hành động,2015,the lost choices,những lựa chọn sai lầm,Phim Hàn Quốc,Phim Hành động
Ajay Devgn,"Ajay Devgn, Erika Kaar, Saurabh Shukla, ",Phim Hành động,2016,shivaay,cuộc chiến gia tộc,Phim Ấn Độ,Phim Hành động
Đinh Thịnh,"Hoàng Tử Thao, Thành Long, Vương Đại Lục, Vương Khải, ",Phim Hành động,2017,railroad tigers,thiết đạo phi hổ,Phim Trung Quốc,Phim Hài
David Lai,"Lưu Đức Hòa, Mai Diễm Phương, Quách Phú Thành, ",Phim Hành động,1991,saviour of the soul,tân thần điêu hiệp lữ,Phim Trung Quốc,Phim Hành động
Emilis Velyvis,"Ivan Yankovskiy, Leonid Yarmolnik, Lyubov Aksyonova, ",Phim Hành động,2016,guardians of the night,những vệ binh bóng đêm,Phim Khác,Phim Hành động
Edward Zwick,"Billy Connolly, Ken Watanabe, Tom Cruise, ",Phim Hành động,2003,the last samurai,samurai cuối cùng,Phim Mỹ,Phim Hành động
Kongkiat Khomsiri,"Krisada Sukosol Clapp, Sakarin Suthamsamai, Somchai Kemglad, ",Phim Hành động,2012,the gangster,găng tơ vô danh,Phim Thái Lan,Phim Hành động
Kim Myung Joon,"Cha Seung Won, Jung Woo Sung, Kim So Yeon, Lee Ji Ah, Soo Ae, ",Phim Hành động,2011,athena goddess of war,bí mật athena,Phim Hàn Quốc,Phim Hành động
Oleg Pogodin,"Harry Borg, Sergey Astakhov, Vladimir Epifantsev, ",Phim Hành động,2008,russian transporter,người vận chuyển nga,Phim Khác,Phim Hành động
Abhinay Deo,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, ",Phim Hành động,2016,force 2,săn lùng nội gián,Phim Ấn Độ,Phim Hành động
Benny Chan,"Ngô Kinh, Phòng Tổ Danh, Tạ Đình Phong, ",Phim Hành động,2007,invisible target,bản sắc anh hùng,Phim Trung Quốc,Phim Hành động
Jamie Marshall,"AJ Michalka, Keith David, Tania Raymonde, ",Phim Hành động,2016,dirty lies,cuộc chiến dối trá,Phim Mỹ,Phim Hành động
Hồ Tuyết Hoa,"Dư Nam, Hồ Quân, Lưu Bội Kỳ, ",Phim Hành động,2017,lord of shanghai,vua thượng hải,Phim Trung Quốc,Phim Hành động
Andy Cheng,"Eddie Griffin, Nadia Bjorlin, Nathan Phillips, ",Phim Hành động,2007,redline,đường đua đỏ,Phim Mỹ,Phim Hành động
John Carter,"Clarence Williams III, Cuba Gooding Jr., John Terry, ",Phim Hành động,2008,the way of war,sở trường sát thủ,Phim Mỹ,Phim Hành động
Takahisa Zeze,"Renji Ishibashi, Tsuyoshi Ihara, Yuina Kuroshima, ",Phim Hành động,2015,strayer's chronicle,ký sự của đứa trẻ lạc,Phim Nhật Bản,Phim Hành động
Lee Eun Mi,"Choi Jin Hyuk, Lee Yoo Young, Yoon Hyun Min, ",Phim Hành động,2017,tunnel,đường hầm,Phim Hàn Quốc,Phim Hành động
Rob Hawk,"Erin O'Brien, Miesha Tate, Susie Celek, ",Phim Hành động,2016,fight valley,võ sĩ đường phố,Phim Mỹ,Phim Hành động
Gordon Chan,"Thành Long, Văn Tụng Nhàn, Viên Vịnh Nghi, ",Phim Hành động,1995,thunderbolt,phích lịch hỏa,Phim Hồng Kong,Phim Hài
Dax Shepard,"Bradley Cooper, Dax Shepard, Kristen Bell, ",Phim Hành động,2012,hit and run,tử thần réo gọi,Phim Mỹ,Phim Hành động
Siu-Hung Chung,"Fengyi Zhang, Rosamund Kwan, Siu Chung Mok, ",Phim Hành động,1993,the assassin,sát thủ thần thám,Phim Trung Quốc,Phim Hành động
Ngô Vũ Sâm,"Lương Triều Vĩ, Ngô Vũ Sâm, Nhậm Đạt Hoa, ",Phim Hành động,1990,bullet in the head,điệp huyết,Phim Hồng Kong,Phim Hành động
Michael Bay,"Djimon Hounsou, Ewan McGregor, Scarlett Johansson, ",Phim Hành động,2005,the island,đảo vô hình,Phim Mỹ,Phim Hành động
Hồng Kim Bảo,"Hồng Kim Bảo, Tần Tường Lâm, Tăng Chí Vỹ, ",Phim Hành động,1992,lucky stars ghost encounter,ngũ phúc tinh gặp ma,Phim Hồng Kong,Phim Hài
Lưu Quốc Xương,"Khâu Thục Trinh, Lưu Đức Hòa, Trương Mẫn, ",Phim Hành động,1991,lee rock,thám trưởng lôi lạc,Phim Hồng Kong,Phim Hành động
Geoff Murphy,"Eric Bogosian, Katherine Heigl, Steven Seagal, ",Phim Hành động,1995,under siege 2 dark territory,trong vòng vây 2,Phim Mỹ,Phim Hành động
Jim Gillespie,"Ed Westwick, Mark Bonnar, Phoebe Tonkin, ",Phim Hành động,2016,take down,con tin bạc tỉ,Phim Mỹ,Phim Hành động
Vu Mẫn,"Đường Yên, Khổng Duy, La Tấn, Lữ Nhất, Vương Địch, ",Phim Hành động,2012,agent x,đả nữ khuynh thành,Phim Trung Quốc,Phim Hành động
Jesse V. Johnson,"Juju Chan, Marko Zaror, Scott Adkins, ",Phim Hành động,2017,savage dog,chiến binh bất trị,Phim Mỹ,Phim Hành động
Jesse Gustafson,"Cam Gigandet, Sherri Eakin, Teri Reeves, ",Phim Hành động,2017,black site delta,trận tuyến delta,Phim Mỹ,Phim Hành động
Jonathan Mostow,"Martin Compston, Odeya Rush, Sam Worthington, ",Phim Hành động,2017,hunter's prayer,săn lùng sát thủ,Phim Mỹ,Phim Hành động
Takeshi Kitano,"Masaomi Kondo, Tatsuya Fuji, ",Phim Hành động,2015,ryuzo and the seven henchmen,ryuzo và bảy hầu cận,Phim Nhật Bản,Phim Hài
Robert Kirbyson,"John Hennigan, Osric Chau, Spencer Grammer, ",Phim Hành động,2017,boone: the bounty hunter,boone: thợ săn tiền thưởng,Phim Mỹ,Phim Hành động
