daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Cửu Bả Đao,"Hách Thiệu Văn, Hồ Gia Vĩ, Kha Chấn Đông, Loan Loan, Ngao Khuyển, Thái Xương Hiên, Trần Hiên Nghi, Yên Thắng Võ, ",Phim Tâm Lý,2012,you are the apple of my eye,cô gái chúng ta cùng theo đuổi năm nào,Phim Trung Quốc,Phim Tâm Lý
Danny Boyle,"James McAvoy, Rosario Dawson, Vincent Cassel, ",Phim Tâm Lý,2013,trance,mê cung ký ức,Phim Mỹ,Phim Hành động
Park Sun-Uk,"Jang Mi In Nae, Joo Sang-Wook, ",Phim Tâm Lý,2012,90 minutes,tống tiền bằng clip nóng,Phim Hàn Quốc,Phim Tâm Lý
D.W. Brown,"Dash Mihok, Nick Stahl, Olivia Wilde, ",Phim Tâm Lý,2011,on the inside,viện tâm thần,Phim Mỹ,Phim Tâm Lý
Reinout Oerlemans,"Derek de Lint, Doutzen Kroes, Robert de Hoog, ",Phim Tâm Lý,2011,nova zembla,hòn đảo nova zembla,Phim Mỹ,Phim Phiêu Lưu
Oren Moverman,"Ben Foster, Sigourney Weaver, Woody Harrelson, ",Phim Tâm Lý,2011,rampart,tranh đấu,Phim Mỹ,Phim Hình Sự
Kenneth Lonergan,"Anna Paquin, Mark Ruffalo, Matt Damon, ",Phim Tâm Lý,2011,thất vọng,margaret,Phim Mỹ,Phim Tâm Lý
Mike Newell,"Andie MacDowell, Hugh Grant, James Fleet, ",Phim Tâm Lý,1994,four weddings and a funeral,bốn đám cưới và một đám ma,Phim Mỹ,Phim Hài
BAE Hyoung-jun,"Han Sang-jin, Kim Jae-joong, Oh Dal-soo, Song Ji-hyo, ",Phim Tâm Lý,2013,jackal is coming,siêu sao và sát thủ,Phim Hàn Quốc,Phim Tâm Lý
Terence Davies,"Rachel Weisz, Tom Hiddleston and Simon Russell Beale, ",Phim Tâm Lý,2011,the deep blue sea,dục vọng đàn bà,Phim Mỹ,Phim Tâm Lý
Mabrouk El Mechri,"Bruce Willis, Henry Cavill, Sigourney Weaver, ",Phim Tâm Lý,2012,the cold light of day,ánh sáng cuối con đường,Phim Mỹ,Phim Hành động
Mark Mylod,"Anna Faris, Ari Graynor, Chris Evans, ",Phim Tâm Lý,2011,what's your number,anh là số mấy,Phim Mỹ,Phim Hành động
Scott Hicks,"Blythe Danner, Taylor Schilling, Zac Efron, ",Phim Tâm Lý,2012,the lucky one,bức ảnh định mệnh,Phim Mỹ,Phim Hành động
Walter Salles,"Garrett Hedlund, Kristen Stewart, Sam Riley, ",Phim Tâm Lý,2012,on the road,trên đường,Phim Mỹ,Phim Phiêu Lưu
Luc Besson,"David Thewlis, Jonathan Raggett, Jonathan Woodhouse, Michelle Yeoh, Susan Wooldridge, ",Phim Tâm Lý,2011,the lady,nữ lãnh tụ,Phim Mỹ,Phim Chiến Tranh
Lisa Azuelos,"Ashley Greene, Douglas Booth, Miley Cyrus, ",Phim Tâm Lý,2012,lol,tuổi teen nổi loạn,Phim Mỹ,Phim Hài
Lasse Hallström,"Cary-Hiroyuki Tagawa, Joan Allen, Richard Gere, Sarah Roemer, ",Phim Tâm Lý,2009,hachiko a dogs story,chú chó hachiko,Phim Mỹ,Phim Tâm Lý
Kirk Jones,"Cameron diaz, Chris Rock, Dennis Quaid, Elizabeth Banks, Jennifer Lopez, Matthew morrison, ",Phim Tâm Lý,2012,what to expect when youre expecting,tâm sự bà bầu,Phim Mỹ,Phim Tâm Lý
Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, ",Phim Tâm Lý,2013,prisoners,lần theo dấu vết,Phim Mỹ,Phim Hành động
Kim Seok Yoon,"Dal-su Oh, Ji-min Han, Myung-min Kim, ",Phim Tâm Lý,2011,detective k secret of virtuous widow,thám tử k bí mật góa phụ,Phim Hàn Quốc,Phim Hài
Mel Gibson,"Jim Caviezel, Monica Bellucci and Maia Morgenstern, ",Phim Tâm Lý,2004,the passion of the christ,nỗi khổ hình của chúa,Phim Mỹ,Phim Tâm Lý
Jon Hurwitz,"Alyson Hannigan, Jason Biggs, Seann William Scott, ",Phim Tâm Lý,2012,american reunion,hội tụ kiểu mỹ,Phim Mỹ,Phim Tâm Lý
Jean Girault,"Claude Gensac, Louis de Funès, Michel Galabru plus, ",Phim Tâm Lý,1968,the troops get married,tình yêu điện giật,Phim Mỹ,Phim Hài
Kwon Seok-jang,"Hwang Jung Eum, Lee Sun-kyun, Lee Sung-min, Song Seon-mi, ",Phim Tâm Lý,2013,golden time,thời gian vàng,Phim Hàn Quốc,Phim Tâm Lý
Lee Kwang Ho,"Joo Young Ho, Kim Soo Ji, Oh Yeon Jae, ",Phim Tâm Lý,2013,our ex girlfriend,người yêu cũ,Phim Hàn Quốc,Phim Tâm Lý
Ken Kwapis,"John Krasinski, Mandy Moore, Robin Williams, ",Phim Tâm Lý,2007,license to wed,quyền được cưới,Phim Mỹ,Phim Hài
Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, ",Phim Tâm Lý,2004,50 first dates,50 lần hẹn vẫn là đầu tiên,Phim Mỹ,Phim Hài
Yun Je-gyun,"Choi seong-guk, Ha Ji Won, Lim chang jung, ",Phim Tâm Lý,2002,sex is zero,tình dục là chuyện nhỏ,Phim Hàn Quốc,Phim Tâm Lý
Paul Weitz,"Julianne Moore, Paul Dano, Robert De Niro, ",Phim Tâm Lý,2012,being flynn,người cha thất lạc,Phim Mỹ,Phim Hài
Kyeong Seok-ho,"Hee-jeong, Jeong Hyeon-woo, KIm Ji-seoneong, So-yeong, Yoo Da-eun, ",Phim Tâm Lý,2013,taste,hương vị ái tình,Phim Hàn Quốc,Phim Tâm Lý
William A. Graham,"Brian Krause, Lisa Pelikan, Milla Jovovich, ",Phim Tâm Lý,1991,return to the blue lagoon,trở lại eo biển xanh,Phim Mỹ,Phim Tâm Lý
Mong Hong Chung,"Chen Chang, Leon Dai, Lun Mei Gwei, ",Phim Tâm Lý,2008,parking,bãi đỗ bất đắc dĩ,Phim Trung Quốc,Phim Tâm Lý
Adam Brooks,"Abigail Breslin, Rachel Weisz, Ryan Reynolds, ",Phim Tâm Lý,2012,definitely maybe,mảnh ghép tình yêu,Phim Mỹ,Phim Hài
Đang cập nhật,"Ôn Bích Hà, ",Phim Tâm Lý,1996,all of a sudden,biến động kinh hồn,Phim Trung Quốc,Phim Tâm Lý
Mohit Suri,"Meher Acharya Dar, Shraddha Kapoor, Sidharth Malhotra, ",Phim Tâm Lý,2014,ek villain,nợ máu,Phim Thái Lan,Phim Hành động
Julian Jarrold,"Andrew Garfield, David Morrissey, John Henshaw, ",Phim Tâm Lý,2009,red riding: in the year of our lord 1974,những kẻ cuồng sát 1,Phim Mỹ,Phim Hình Sự
James Mottern,"Ben Barnes, Paul Ben Victor, Tully Banta Cain, ",Phim Tâm Lý,2014,by the gun,nòng súng trên tay,Phim Mỹ,Phim Hình Sự
Xiao Lixiu,"Amber An, Blue Lan, Hou Yanxi, Tian Xin, Wang Bo-Chieh, ",Phim Tâm Lý,2013,forever love,tình yêu vĩnh cửu,Phim Trung Quốc,Phim Tâm Lý
Li Kelong,"Điền Vũ Tình, La Bàn, Liêu Uất Uất, Tế Chí, Trương Hân Nhan, ",Phim Tâm Lý,2015,flower's curse,độc túy tâm,Phim Trung Quốc,Phim Kinh Dị
Hàn Đình,"Angela baby, Triệu Hữu Đình, ",Phim Tâm Lý,2012,first time,lần đầu tiên,Phim Hồng Kong,Phim Tâm Lý
David Lean,"Geraldine Chaplin, Julie Christie, Omar Sharif, ",Phim Tâm Lý,1965,doctor zhivago,bác sĩ zhivago,Phim Mỹ,Phim Tâm Lý
John Carney,"Gerard Hendrick, Glen Hansard, Hugh Walsh, Markéta Irglová, ",Phim Tâm Lý,2006,once,một lần trong đời,Phim Mỹ,Phim Tâm Lý
Thanks Shin Karre,"Kangsom Tanatat Chaiyaat, Kik Mayurin Pongpudpunth, Paan Paan Temfah Krisanayuth, Santisuk Promsiri, Sinjai Plengpanich, ",Phim Tâm Lý,2012,buang ruk,lốc xoáy tình yêu,Phim Thái Lan,Phim Tâm Lý
Nikolay Lebedev,"Aleksey Panin, Artyom Semakin, Igor Petrenko, ",Phim Tâm Lý,2002,the star ,tinh cầu,Phim Mỹ,Phim Chiến Tranh
Kim Jin Min,"Baek Jin Hee, Choi Jin Hyuk, Choi Min Soo, ",Phim Tâm Lý,2014,pride and prejudice,kiêu hãnh và định kiến,Phim Hàn Quốc,Phim Hình Sự
Takehiko Shinjo,"Keiko Kitagawa, Kento Kaku, Shunji Igarashi, ",Phim Tâm Lý,2011,paradise kiss,nụ hôn ngọt ngào,Phim Nhật Bản,Phim Tâm Lý
Rowan Joffe,"Colin Firth, Mark Strong, Nicole Kidman, ",Phim Tâm Lý,2014,before i go to sleep,tội ác ngủ say,Phim Anh,Phim Tâm Lý
Maximilian Elfeldt,"Andrew Bongiorno, Phillip Andre Botello, Skyler Yeast, ",Phim Tâm Lý,2015,bachelor night,chơi tới bến,Phim Mỹ,Phim Tâm Lý
Đang cập nhật,"Hirayama Aya, Nakagawa Taishi, Shiratori Kumiko, Takahashi Haori, Takimoto Miori, ",Phim Tâm Lý,2012,perfect blue,vũ điệu xanh,Phim Nhật Bản,Phim Hành động
Jason Reitman,"Adam Sandler, Elena Kampouris, Jennifer Garner, ",Phim Tâm Lý,2014,men women and children,tình dục thời hiện đại,Phim Mỹ,Phim Hài
Jacob Cheung,"Lưu Đức Hòa, Ngô Kỳ Long, Phạm Băng Băng, ",Phim Tâm Lý,2006,battle of the warriors ,binh pháp mặc công,Phim Trung Quốc,Phim Hành động
Natsuki Imai,"Haruma Miura, Yui Aragaki, Yuko Asano, ",Phim Tâm Lý,2007,koizora,bầu trời tình yêu,Phim Nhật Bản,Phim Tâm Lý
Kong Ja kwan,"Ji Na, Joo In cheol, Lee Eun mi I, Yeon Hee, ",Phim Tâm Lý,2013,secret travel,kỳ nghỉ bí mật,Phim Hàn Quốc,Phim Tâm Lý
Richard Linklater,"Ellar Coltrane, Ethan Hawke, Patricia Arquette, ",Phim Tâm Lý,2014,boyhood,thời niên thiếu,Phim Mỹ,Phim Tâm Lý
Robert Adetuyi,"Mishael Morgan, Nikki Grant, Tyrone Brown, ",Phim Tâm Lý,2011,you got served: beat the world,vũ điệu sôi động,Phim Mỹ,Phim Hài
Đang cập nhật,"Bảo Kiếm Phong, Hồng Tiểu Linh, Lưu Đào, Từ Lập, ",Phim Tâm Lý,2013,good wife,niêm đau chôn dấu,Phim Trung Quốc,Phim Tâm Lý
Montxo Armendáriz,"Juan Diego Botto, Lucía Jiménez, Mercedes Sampietro, ",Phim Tâm Lý,2001,broken silence,khoảnh lặng bị phá vỡ,Phim Mỹ,Phim Tâm Lý
John H. Lee,"Hidetoshi Nishijima, Miho Nakayama, Yuriko Ishida, ",Phim Tâm Lý,2010,sayonara itsuka,bao giờ chia tay,Phim Nhật Bản,Phim Tâm Lý
Jean Marc Vallée,"Jared Leto, Jennifer Garner, Matthew McConaughey, ",Phim Tâm Lý,2014,dallas buyers club,căn bệnh thế kỷ,Phim Mỹ,Phim Tâm Lý
Stephan Apelgren,"Linus Oscarsson, Torkel Petersson, ",Phim Tâm Lý,2013,eskil and trinidad,cậu bé và con tàu,Phim Khác,Phim Phiêu Lưu
Grant Harvey,"Lochlyn Munro, Molly Parker, Susan Hogan, ",Phim Tâm Lý,2011,gone,khuất mắt trông coi,Phim Mỹ,Phim Tâm Lý
Trần Khải Ca,"Chương Tử Di, Quách Phú Thành, ",Phim Tâm Lý,2011,love for life,mãi là của nhau,Phim Trung Quốc,Phim Tâm Lý
Urs Egger,"Maximilian Schell, Tobias Moretti, Veronica Ferres, ",Phim Tâm Lý,2004,the return of the dancing master,sự trở lại của những vũ sư,Phim Mỹ,Phim Kinh Dị
Julie Delpy,"Adam Goldberg, Daniel Brühl, Julie Delpy, ",Phim Tâm Lý,2007,2 days in paris,hai ngày ở paris,Phim Mỹ,Phim Tâm Lý
Vương Tiểu Soái,"Cao Viên Viên, Châu Tấn, Thôi Lâm, ",Phim Tâm Lý,2001,beijing bicycle,xe đạp bắc kinh,Phim Trung Quốc,Phim Tâm Lý
Takehiko Shinjo,"Mao Inoue, Masaki Okada, Natsuki Harada, ",Phim Tâm Lý,2009,i give my first love to you,tình đầu dành hết cho em,Phim Nhật Bản,Phim Tâm Lý
Roberto Benigni,"Giorgio Cantarini, Nicoletta Braschi, Roberto Benigni, ",Phim Tâm Lý,1997,life is beautiful,cuộc sống tươi đẹp,Phim Mỹ,Phim Tâm Lý
Olivier Dahan,"Marion Cotillard, Pascal Greggory, Sylvie Testud, ",Phim Tâm Lý,2007,la vie en rose,cuộc sống màu hồng,Phim Mỹ,Phim Tâm Lý
Jake Kasdan,"Cameron diaz, Jason Segel, Rob Corddry, ",Phim Tâm Lý,2014,sex tape,băng sex bị lộ,Phim Mỹ,Phim Hài
Sin Hyeon soo,"Ahn Eun Jung, Baek Seung Hee, Kang Eun Tak, Kang Ye Sol, Lee Byung Hoon, Park Ha Young, Uhm Do Hyun, ",Phim Tâm Lý,2014,land of gold,nơi tình yêu bắt đầu,Phim Hàn Quốc,Phim Tâm Lý
Mehdi Karampoor,"Borzou Arjmand, Farhad Aslani, Mahnaz Afshar, ",Phim Tâm Lý,2012,the wooden bridge,cây cầu gỗ,Phim Mỹ,Phim Tâm Lý
David Dobkin,"Robert Downey Jr, Robert Duvall, Vera Farmiga, ",Phim Tâm Lý,2014,the judge,thẩm phán,Phim Mỹ,Phim Tâm Lý
Anand Tucker,"Chris Walker, David Morrissey, Lisa Howard, ",Phim Tâm Lý,2009,red riding: in the year of our lord 1983,những kẻ cuồng sát 3,Phim Mỹ,Phim Hình Sự
Ruba Nadda,"Alexander Siddig, Elena Anaya, Patricia Clarkson, ",Phim Tâm Lý,2009,cairo time,chuyện tình cairo,Phim Mỹ,Phim Tâm Lý
James Marsh,"James Fox, Paddy Considine, Warren Clarke, ",Phim Tâm Lý,2009,red riding: in the year of our lord 1980,những kẻ cuồng sát 2,Phim Mỹ,Phim Hình Sự
John Woo,"Shan Cong, Takeshi Kaneshiro, Xiaoming Huang, ",Phim Tâm Lý,2014,the crossing,chuyến tàu định mệnh,Phim Trung Quốc,Phim Tâm Lý
François Ozon,"Catherine Deneuve, Fabrice Luchini, Gérard Depardieu, ",Phim Tâm Lý,2010,potiche,đàn bà dễ có mấy tay,Phim Mỹ,Phim Tâm Lý
Jang Hun,"Dong won Kang, Kang ho Song, Yun seo Choi, ",Phim Tâm Lý,2010,secret reunion,tình huynh đệ,Phim Hàn Quốc,Phim Hành động
Chu Diên Bình,"Dương Mịch, Từ Nhược Tuyên, ",Phim Tâm Lý,2012,new perfect two,trời sinh một cặp,Phim Đài Loan,Phim Tâm Lý
Vincent Paronnaud,"Edouard Baer, Maria de Medeiros, Mathieu amalric, ",Phim Tâm Lý,2011,chicken with plums,suối nguồn cuộc sống,Phim Mỹ,Phim Tâm Lý
Uh Soo Sun,"Kwon Yool, Moon Bo Ryung, Park Jung Chul, Yoon So Yi, ",Phim Tâm Lý,2014,angels revenge,thiên thần báo thù,Phim Hàn Quốc,Phim Tâm Lý
Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, ",Phim Tâm Lý,2014,the imitation game,trò chơi giải mã,Phim Mỹ,Phim Hành động
Đang cập nhật,"An Dĩ Hiên, Chun tsan An, Tingjia Chen, Yixuan An, ",Phim Tâm Lý,2012,rhapsody of marriage,kết hôn cuồng tưởng khúc,Phim Trung Quốc,Phim Tâm Lý
Sam Taylor Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, ",Phim Tâm Lý,2015,fifty shades of grey,50 sắc thái,Phim Mỹ,Phim Tâm Lý
Jamie Blanks,"David Lyons, Nadia Fares, Robert Taylor, ",Phim Tâm Lý,2007,storm warning,cơn bão định mệnh,Phim Mỹ,Phim Kinh Dị
Douglas Aarniokoski,"Corbin Bleu, Judd Nelson, Katrina Bowden, Paz de la Huerta, ",Phim Tâm Lý,2013,nurse 3 d,nữ y tá sát thủ,Phim Mỹ,Phim Tâm Lý
Jae young Kwak,"In seong Jo, Seung woo Cho, Ye jin Son, ",Phim Tâm Lý,2003,the classic,cổ điển,Phim Hàn Quốc,Phim Tâm Lý
Đang cập nhật,"Imai Yuki, Kawashima Umika, Nishikido Ryo, Tani Kanon, Yuka, ",Phim Tâm Lý,2012,my daddy is an idol,người cha thần tượng,Phim Nhật Bản,Phim Hài
Kang Seok Beom,"Han Jeong Su, Heo In Jae, Jeong Eun pyo, Kim Hae Suk, Kim Rae Won, ",Phim Tâm Lý,2006,sunflower,hoa hướng dương,Phim Hàn Quốc,Phim Tâm Lý
Jeon San,"Im Jung Eun, Kim Suk Hoon, Lee So yeon, Park Kwang Hyun, ",Phim Tâm Lý,2014,ruby's ring,chiếc nhẫn định mệnh,Phim Hàn Quốc,Phim Tâm Lý
Yimou Zhang,"Củng Lợi, Lưu Bội Kỳ, Quách Đào, Tổ Phong, Trần Đạo Minh, Trương Tuệ Văn, ",Phim Tâm Lý,2014,coming home,quay về,Phim Trung Quốc,Phim Tâm Lý
Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Maria Di Angelis, ",Phim Tâm Lý,2014,welcome to new york,chào mừng tới new york,Phim Mỹ,Phim Tâm Lý
Kim Sung Yoon,"Eric, Jung Yoo Mi, Kim Seul Gi, Sung Joon, Yoon Hyun Min, Yoon Jin Yi, ",Phim Tâm Lý,2014,discovery of love,khám phá tình yêu,Phim Trung Quốc,Phim Tâm Lý
John Carney,"Adam Levine, Keira Knightley, Mark Ruffalo, ",Phim Tâm Lý,2013,begin again,yêu cuồng si,Phim Mỹ,Phim Tâm Lý
Shawn Levy,"Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow, ",Phim Tâm Lý,2003,just married,yêu là cưới,Phim Mỹ,Phim Tâm Lý
Kim Dae woo,"Lim Ji yeon, Song Seung Heon, ",Phim Tâm Lý,2014,obsessed,ám ảnh,Phim Hàn Quốc,Phim Tâm Lý
Kim Sang hyup,"Hong Jong hyun, Jung Joon Ho, Moon Jung hee, Song Yoon ah, ",Phim Tâm Lý,2014,mama,lòng mẹ,Phim Hàn Quốc,Phim Tâm Lý
Michael Landon Jr,"Dale Midkiff, Erin Cottrell, Logan Bartholomew, ",Phim Tâm Lý,2006,loves abiding joy,thử thách tình yêu,Phim Mỹ,Phim Tâm Lý
Felix Chong,"Châu Tấn, Cổ Thiên Lạc, Diệp Tuyền, Ngô Ngạn Tổ, ",Phim Tâm Lý,2014,overheard 3,thiết thính phong vân 3,Phim Hồng Kong,Phim Hành động
Ma Joo Hee,"Han Da Min, Jung Sung Hwan, Lee Min Young, Oh Cho Hee, Song Jae Hee, Yoo So Young, ",Phim Tâm Lý,2014,you’re only mine,chỉ riêng mình em,Phim Hàn Quốc,Phim Tâm Lý
Lee Min Woo,"Kim Jae Kyung, Lee Dong Hae, Ryu Duk Hwan, Yoon Joo Hee, ",Phim Tâm Lý,2014,god's quiz 4,dấu ấn tử thần 4,Phim Hàn Quốc,Phim Hình Sự
Trịnh Phân Phân,"Bành Vu Yến, Trần Ý Hàm, ",Phim Tâm Lý,2009,hear me,nghe nói,Phim Đài Loan,Phim Tâm Lý
Ron Oliver,"Kristy Swanson, Scott Grimes, Tessie Santiago, ",Phim Tâm Lý,2014,mom and dad undergrads,học lại cách yêu thương,Phim Mỹ,Phim Tâm Lý
Trương Nghệ Mưu,"Củng Lợi, Hà Trại Phi, ",Phim Tâm Lý,1991,raise the red lantern,đèn lồng đỏ treo cao,Phim Trung Quốc,Phim Tâm Lý
Gregg Araki,"Christopher Meloni, Eva Green, Shailene Woodley, ",Phim Tâm Lý,2014,white bird in a blizzard,chim trắng giữa bão tố,Phim Mỹ,Phim Tâm Lý
Nancy Meyers,"Dennis Quaid, Lindsay Lohan, Natasha Richardson, ",Phim Tâm Lý,1988,the parent trap,bẫy phụ huynh,Phim Mỹ,Phim Tâm Lý
Kim Hong Sun,"Kim So Eun, Lee Sang Yoon, Shin Sung rok, ",Phim Tâm Lý,2014,liar game,cuộc chơi xảo trá,Phim Hàn Quốc,Phim Hành động
Ho Cheung Pang,"Cổ Thiên Lạc, Dư Văn lạc, Dương Thiên Hoa, Lương Vinh Kỳ, Ngô Mẫn Đạt, Tăng Chí Vỹ, ",Phim Tâm Lý,2014,aberdeen,hương cảng tử,Phim Trung Quốc,Phim Tâm Lý
David Cronenberg,"Julianne Moore, Mia Wasikowska, Robert Pattinson, ",Phim Tâm Lý,2014,maps to the stars,đường tới những vì sao,Phim Mỹ,Phim Tâm Lý
Hong seon Kim,"Jin Se Yeon, Lee Jong Suk, Park Hae Jin, ",Phim Tâm Lý,2014,doctor stranger,bác sĩ xứ lạ,Phim Hàn Quốc,Phim Tâm Lý
Tim Garrick,"Mary-Louise Parker, Nat Wolff, Selena Gomez, ",Phim Tâm Lý,2014,behaving badly,gái nhà lành,Phim Mỹ,Phim Tâm Lý
Hossein Amini,"Kirsten Dunst, Oscar Isaac, Viggo Mortensen, ",Phim Tâm Lý,2014,the two faces of january,kẻ hai mặt,Phim Khác,Phim Tâm Lý
Don Taylor,"Katharine Ross, Kirk Douglas, Martin Sheen, ",Phim Tâm Lý,1980,the final countdown,những giây phút cuối cùng,Phim Mỹ,Phim Tâm Lý
R.J. Cutler,"Chloë Grace Moretz, Jamie Blackley, Mireille Enos, ",Phim Tâm Lý,2014,if i stay,nếu em ở lại,Phim Mỹ,Phim Tâm Lý
Lưu Nhất Chí,"Âu Huy, Dư Văn lạc, Dương Mịch, Kha Chấn Đông, Khang Vy Vy, Kim Bum, Quách Thái Khiết, ",Phim Tâm Lý,2014,love of tiny times,tình yêu thời weibo,Phim Trung Quốc,Phim Tâm Lý
Nobuhiro Doi,"Ikuta Toma, ",Phim Tâm Lý,2010,hanamizuki,hoa thủy mộc,Phim Nhật Bản,Phim Tâm Lý
Mabrouk El Mechri,"Hervé Sogne, Jean-Claude Van Damme, Valérie Bodson, ",Phim Tâm Lý,2008,jcvd,người hùng trở lại,Phim Mỹ,Phim Tâm Lý
Diêu Đình Đình,"Bạch Kính Đình, Dương Lặc, Hà Hoằng San, ",Phim Tâm Lý,2014,back in time,năm tháng vội vã,Phim Trung Quốc,Phim Tâm Lý
Đang cập nhật,"Fluke Jira Danbawornkiat, Jieb Pijitra, Sornram Tappituk, ",Phim Tâm Lý,2014,pua chua krao,chồng hờ,Phim Thái Lan,Phim Tâm Lý
David Fincher,"Ben Affleck, Neil Patrick Harris, Rosamund Pike, ",Phim Tâm Lý,2014,gone girl,cô gái mất tích,Phim Mỹ,Phim Tâm Lý
Kwon Gye Hong,"Choi Myung Gil, Han Chae Ah, Jung Yong Hwa, Lee Dong Gun, Yoon Eun Hye, ",Phim Tâm Lý,2013,marry him if you dare,nếu như chưa cưới,Phim Hàn Quốc,Phim Tâm Lý
Alexandre Aja,"Daniel Radcliffe, Heather Graham, Juno Temple, ",Phim Tâm Lý,2014,horns,sừng quỷ,Phim Mỹ,Phim Kinh Dị
Shana Feste,"Alex Pettyfer, Bruce Greenwood, Gabriella Wilde, ",Phim Tâm Lý,2014,endless love,tình yêu bất tận,Phim Mỹ,Phim Tâm Lý
Arvin Chen,"Amber Kuo, Frankie Gao, Hsiao chuan Chang, Jack Yao, Lawrence Ko, Peggy Tseng, Tony Yang, ",Phim Tâm Lý,2010,au revoir taipei,tạm biệt đài bắc,Phim Đài Loan,Phim Tâm Lý
American,"Ashley Hinshaw, Heather Graham, James Franco, ",Phim Tâm Lý,2012,about cherry,vũ nữ thoát y,Phim Mỹ,Phim Tâm Lý
Jo Beom Goo,"Ahn Sung Ki, Jung Woo Sung, Kim In-kwon, Lee Bum Soo, Lee Si-Young, ",Phim Tâm Lý,2014,the divine move,nước cờ sinh tử,Phim Hàn Quốc,Phim Hình Sự
Justin Zackham,"Diane Keaton, Katherine Heigl, Robert De Niro, ",Phim Tâm Lý,2013,the big wedding,đại tiệc cưới hỏi,Phim Mỹ,Phim Hài
Lee Chang Min,"Kim Jung Hyun, Lee Yi Kyung, Son Seung Won, ",Phim Tâm Lý,2018,welcome to waikiki,nhà trọ waikiki,Phim Hàn Quốc,Phim Hài
David M. Rosenthal,"Kat Graham, Nancy Sorel, Theo James, ",Phim Tâm Lý,2018,how it ends,thời khắc tận thế,Phim Mỹ,Phim Hành động
Jo Soo-won,"Shin Hye Sun, Yang Se Jong, ",Phim Tâm Lý,2018,still 17,vẫn mãi tuổi 17,Phim Hàn Quốc,Phim Tâm Lý
Đang cập nhật,"Carissa Springett, Chatchawit Techarukpong, Ploy chermarn boonyasak, Toni Rakkaen, ",Phim Tâm Lý,2018,love bipolar ,"yêu nhá, thương nhá",Phim Thái Lan,Phim Hài
Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Jan Cornet, ",Phim Tâm Lý,2011,the skin i live in,tôi sống trong tôi,Phim Khác,Phim Tâm Lý
Nithiwat Tharathorn,"Ben Raviyanun, Ice Sarunyu, Kangsom Tanatat, Noona Neungthida, ",Phim Tâm Lý,2017,sanaeha diary series: saeb sanaeha,nhật ký kẻ trộm tình: đùa tình,Phim Thái Lan,Phim Tâm Lý
Quách Kính Minh,"Bạch Kính Đình, Trần Học Đông, Trịnh Sảng, ",Phim Tâm Lý,2017,rush to the dead summer,hạ chí chưa tới,Phim Trung Quốc,Phim Tâm Lý
Oliver Parker,"Amanda Seyfried, Lily James, Meryl Streep, ",Phim Tâm Lý,2018,mamma mia! here we go again,mamma mia! yêu lần nữ,Phim Mỹ,Phim Âm Nhạc
Bunjong,"Ngamnet Denkhun, Ruengsri Kamolned, Skidjai Natthawut, ",Phim Tâm Lý,2018,ngern pak phee,đồng tiền ma,Phim Thái Lan,Phim Kinh Dị
Mạnh Vệ Quốc,"Cúc Tịnh Y, Hoàng Hinh Dao, Mike Angelo, ",Phim Tâm Lý,2018,mr swimmer,tiên sinh bơi lội,Phim Trung Quốc,Phim Hài
Trương Phàm,"Dương Lâm, Trương Ngữ Cách, ",Phim Tâm Lý,2017,campus beauty 2,hoa khôi học đường,Phim Trung Quốc,Phim Cổ Trang
Tằng Quốc Cường,"Châu Đông Vũ, Mã Tư Thuần, ",Phim Tâm Lý,2016,soulmate,thất nguyệt và an sinh,Phim Trung Quốc,Phim Tâm Lý
Sofia Coppola,"Elle Fanning, Kirsten Dunst, Nicole Kidman, ",Phim Tâm Lý,2017,the beguiled,những kẻ khát tình,Phim Mỹ,Phim Tâm Lý
Yoon Jae Moon,"Han Ji Sang, Han Sun Hwa, Lee Jang Woo, Lee Mi Sook, Yoon Ah Jung, ",Phim Tâm Lý,2014,rosy lovers,tình hồng,Phim Hàn Quốc,Phim Tâm Lý
Anh Anh Lộc,"Phạm Thế Kỷ, Tiếu Thuận Nghiêu, Tống Nghiên Phi, ",Phim Tâm Lý,2017,i'm sorry it's not you,đáng tiếc không phải là anh,Phim Trung Quốc,Phim Tâm Lý
Liên Dịch Kỳ,"Minh Đạo, Trần Kiều Ân, Trương Thiếu Hoài, ",Phim Tâm Lý,2018,let's cheat together,bí mật phu nhân thị trưởng,Phim Trung Quốc,Phim Hài
Tae-yun Yoon,"Chang Jung Lim, Ji hyo Song, Seong guk Choi, ",Phim Tâm Lý,2007,sex is zero 2,tình dục là chuyện nhỏ 2,Phim Hàn Quốc,Phim Hài
Diêu Hiểu Phong,"Cận Đông, Giang Sơ Ảnh, Lý Nãi Văn, Lý Tông Hàn, ",Phim Tâm Lý,2018,mr. right,chuyên gia tình yêu,Phim Trung Quốc,Phim Hài
